Property Name,Visits,Values Accumulated,Trial Number,Position Number 
Second_community_chest,70,70,3496,17
Free_parking,100,100,3497,20
Regent_street,107,27820,3498,31
Third_chance,85,85,3499,36
Euston,84,5040,3500,8
Free_parking,101,101,3501,20
leicester_square,101,22220,3502,26
Bond_street,84,23520,3503,34
The_angel_islington,97,5820,3504,6
Bow_street,100,14000,3505,16
Vine_street,98,15680,3506,19
Go_to_jail,75,75,3507,30
Marlborough_street,87,12180,3508,18
Second_chance,106,106,3509,22
Go_to_jail,76,76,3510,30
Marlborough_street,88,12320,3511,18
Conventry_street,85,18700,3512,27
Go_to_jail,77,77,3513,30
Vine_street,99,15840,3514,19
Conventry_street,86,18920,3515,27
Third_chance,86,86,3516,36
Mayfair,82,41000,3517,39
First_community_chest,77,77,3518,2
Just_visiting,76,76,3519,10
Strand,104,18720,3520,21
Oxford_street,85,22100,3521,32
Bond_street,85,23800,3522,34
Third_chance,87,87,3523,36
Supertax,92,92000,3524,38
The_angel_islington,98,5880,3525,6
White_hall,94,9400,3526,13
Transfalgar_square,88,17600,3527,24
Oxford_street,86,22360,3528,32
Parklane,80,28000,3529,37
Pentoville,84,6720,3530,9
Free_parking,102,102,3531,20
Go_to_jail,78,78,3532,30
Second_chance,107,107,3533,22
Go_to_jail,79,79,3534,30
Northhumber,86,10320,3535,14
Marlborough_street,89,12460,3536,18
Transfalgar_square,89,17800,3537,24
Oxford_street,87,22620,3538,32
Go,84,84,3539,0
First_chance,74,74,3540,7
Pentoville,85,6800,3541,9
Maryleborne_station,86,21500,3542,15
Fenchchurch_station,101,25250,3543,25
Water_works,102,8160,3544,28
Parklane,81,28350,3545,37
Old_kent,76,1520,3546,1
The_angel_islington,99,5940,3547,6
Euston,85,5100,3548,8
Northhumber,87,10440,3549,14
Bow_street,101,14140,3550,16
Fleet_street,95,17100,3551,23
Conventry_street,87,19140,3552,27
Third_community_chest,89,89,3553,33
Third_chance,88,88,3554,36
Old_kent,77,1540,3555,1
King_cross_station,87,21750,3556,5
Bow_street,102,14280,3557,16
Transfalgar_square,90,18000,3558,24
Conventry_street,88,19360,3559,27
Third_community_chest,90,90,3560,33
Old_kent,78,1560,3561,1
The_angel_islington,100,6000,3562,6
Just_visiting,77,77,3563,10
Vine_street,100,16000,3564,19
Strand,105,18900,3565,21
Go_to_jail,80,80,3566,30
Strand,106,19080,3567,21
Oxford_street,88,22880,3568,32
Old_kent,79,1580,3569,1
Pall_mall,85,8500,3570,11
Bow_street,103,14420,3571,16
Conventry_street,89,19580,3572,27
Parklane,82,28700,3573,37
First_chance,75,75,3574,7
Maryleborne_station,87,21750,3575,15
Strand,107,19260,3576,21
Oxford_street,89,23140,3577,32
First_community_chest,78,78,3578,2
Northhumber,88,10560,3579,14
leicester_square,102,22440,3580,26
Go_to_jail,81,81,3581,30
Strand,108,19440,3582,21
Fleet_street,96,17280,3583,23
Bond_street,86,24080,3584,34
Parklane,83,29050,3585,37
Go,85,85,3586,0
Pall_mall,86,8600,3587,11
Northhumber,89,10680,3588,14
Second_chance,108,108,3589,22
Picadilly,89,21360,3590,29
Liverpool_station,80,20000,3591,35
First_community_chest,79,79,3592,2
Pall_mall,87,8700,3593,11
Marlborough_street,90,12600,3594,18
Transfalgar_square,91,18200,3595,24
Go_to_jail,82,82,3596,30
Marlborough_street,91,12740,3597,18
Fleet_street,97,17460,3598,23
Fenchchurch_station,102,25500,3599,25
Parklane,84,29400,3600,37
The_angel_islington,101,6060,3601,6
Pall_mall,88,8800,3602,11
Strand,109,19620,3603,21
Third_community_chest,91,91,3604,33
King_cross_station,88,22000,3605,5
Northhumber,90,10800,3606,14
leicester_square,103,22660,3607,26
Go_to_jail,83,83,3608,30
Marlborough_street,92,12880,3609,18
Free_parking,103,103,3610,20
Fleet_street,98,17640,3611,23
Oxford_street,90,23400,3612,32
Income_Tax,89,178000,3613,4
Electric_company,90,7200,3614,12
Second_community_chest,71,71,3615,17
Transfalgar_square,92,18400,3616,24
Water_works,103,8240,3617,28
Supertax,93,93000,3618,38
King_cross_station,89,22250,3619,5
Northhumber,91,10920,3620,14
Fenchchurch_station,103,25750,3621,25
Third_chance,89,89,3622,36
Old_kent,80,1600,3623,1
White_chapel,82,3280,3624,3
Euston,86,5160,3625,8
Marlborough_street,93,13020,3626,18
Fleet_street,99,17820,3627,23
Go_to_jail,84,84,3628,30
White_hall,95,9500,3629,13
Second_chance,109,109,3630,22
Picadilly,90,21600,3631,29
Regent_street,108,28080,3632,31
Mayfair,83,41500,3633,39
Pall_mall,89,8900,3634,11
Fleet_street,100,18000,3635,23
Fenchchurch_station,104,26000,3636,25
Third_community_chest,92,92,3637,33
Parklane,85,29750,3638,37
The_angel_islington,102,6120,3639,6
Maryleborne_station,88,22000,3640,15
Transfalgar_square,93,18600,3641,24
Go_to_jail,85,85,3642,30
Vine_street,101,16160,3643,19
Conventry_street,90,19800,3644,27
Third_community_chest,93,93,3645,33
Income_Tax,90,180000,3646,4
Electric_company,91,7280,3647,12
Second_chance,110,110,3648,22
Bond_street,87,24360,3649,34
First_community_chest,80,80,3650,2
Just_visiting,78,78,3651,10
Vine_street,102,16320,3652,19
Picadilly,91,21840,3653,29
Bond_street,88,24640,3654,34
White_chapel,83,3320,3655,3
Northhumber,92,11040,3656,14
Second_community_chest,72,72,3657,17
Transfalgar_square,94,18800,3658,24
leicester_square,104,22880,3659,26
Picadilly,92,22080,3660,29
Mayfair,84,42000,3661,39
Income_Tax,91,182000,3662,4
Pentoville,86,6880,3663,9
Strand,110,19800,3664,21
Third_community_chest,94,94,3665,33
Mayfair,85,42500,3666,39
Euston,87,5220,3667,8
Northhumber,93,11160,3668,14
Fenchchurch_station,105,26250,3669,25
Third_chance,90,90,3670,36
White_chapel,84,3360,3671,3
White_hall,96,9600,3672,13
Strand,111,19980,3673,21
Go_to_jail,86,86,3674,30
Vine_street,103,16480,3675,19
Conventry_street,91,20020,3676,27
Go_to_jail,87,87,3677,30
Free_parking,104,104,3678,20
Transfalgar_square,95,19000,3679,24
Third_chance,91,91,3680,36
King_cross_station,90,22500,3681,5
White_hall,97,9700,3682,13
Fleet_street,101,18180,3683,23
Bond_street,89,24920,3684,34
Go,86,86,3685,0
Pentoville,87,6960,3686,9
Vine_street,104,16640,3687,19
Fleet_street,102,18360,3688,23
leicester_square,105,23100,3689,26
Oxford_street,91,23660,3690,32
Go,87,87,3691,0
Pentoville,88,7040,3692,9
Strand,112,20160,3693,21
Oxford_street,92,23920,3694,32
Income_Tax,92,184000,3695,4
Electric_company,92,7360,3696,12
Fleet_street,103,18540,3697,23
Regent_street,109,28340,3698,31
Supertax,94,94000,3699,38
Pentoville,89,7120,3700,9
White_hall,98,9800,3701,13
Fleet_street,104,18720,3702,23
Third_community_chest,95,95,3703,33
King_cross_station,91,22750,3704,5
First_chance,76,76,3705,7
Electric_company,93,7440,3706,12
Maryleborne_station,89,22250,3707,15
Second_community_chest,73,73,3708,17
Second_chance,111,111,3709,22
Fenchchurch_station,106,26500,3710,25
Oxford_street,93,24180,3711,32
First_community_chest,81,81,3712,2
Euston,88,5280,3713,8
Just_visiting,79,79,3714,10
Northhumber,94,11280,3715,14
Vine_street,105,16800,3716,19
Water_works,104,8320,3717,28
Liverpool_station,81,20250,3718,35
Mayfair,86,43000,3719,39
First_community_chest,82,82,3720,2
White_hall,99,9900,3721,13
Bow_street,104,14560,3722,16
Free_parking,105,105,3723,20
Go_to_jail,88,88,3724,30
Northhumber,95,11400,3725,14
leicester_square,106,23320,3726,26
Parklane,86,30100,3727,37
Euston,89,5340,3728,8
Just_visiting,80,80,3729,10
Marlborough_street,94,13160,3730,18
Fenchchurch_station,107,26750,3731,25
Regent_street,110,28600,3732,31
White_chapel,85,3400,3733,3
Euston,90,5400,3734,8
Northhumber,96,11520,3735,14
Fenchchurch_station,108,27000,3736,25
Regent_street,111,28860,3737,31
Third_community_chest,96,96,3738,33
White_chapel,86,3440,3739,3
Maryleborne_station,90,22500,3740,15
Free_parking,106,106,3741,20
Regent_street,112,29120,3742,31
Mayfair,87,43500,3743,39
The_angel_islington,103,6180,3744,6
Pall_mall,90,9000,3745,11
Fleet_street,105,18900,3746,23
Picadilly,93,22320,3747,29
Supertax,95,95000,3748,38
The_angel_islington,104,6240,3749,6
Northhumber,97,11640,3750,14
Strand,113,20340,3751,21
Conventry_street,92,20240,3752,27
Liverpool_station,82,20500,3753,35
First_community_chest,83,83,3754,2
Pentoville,90,7200,3755,9
Bow_street,105,14700,3756,16
Conventry_street,93,20460,3757,27
Third_community_chest,97,97,3758,33
Go,88,88,3759,0
First_chance,77,77,3760,7
Pentoville,91,7280,3761,9
Vine_street,106,16960,3762,19
Regent_street,113,29380,3763,31
Old_kent,81,1620,3764,1
King_cross_station,92,23000,3765,5
Pall_mall,91,9100,3766,11
Free_parking,107,107,3767,20
Regent_street,114,29640,3768,31
Third_chance,92,92,3769,36
King_cross_station,93,23250,3770,5
White_hall,100,10000,3771,13
Maryleborne_station,91,22750,3772,15
Free_parking,108,108,3773,20
Go_to_jail,89,89,3774,30
Strand,114,20520,3775,21
leicester_square,107,23540,3776,26
Liverpool_station,83,20750,3777,35
White_chapel,87,3480,3778,3
Maryleborne_station,92,23000,3779,15
Marlborough_street,95,13300,3780,18
Water_works,105,8400,3781,28
Mayfair,88,44000,3782,39
Pentoville,92,7360,3783,9
Second_community_chest,74,74,3784,17
Transfalgar_square,96,19200,3785,24
Regent_street,115,29900,3786,31
White_chapel,88,3520,3787,3
Euston,91,5460,3788,8
Vine_street,107,17120,3789,19
Conventry_street,94,20680,3790,27
Supertax,96,96000,3791,38
Pentoville,93,7440,3792,9
Vine_street,108,17280,3793,19
Second_chance,112,112,3794,22
Picadilly,94,22560,3795,29
Supertax,97,97000,3796,38
The_angel_islington,105,6300,3797,6
Bow_street,106,14840,3798,16
Marlborough_street,96,13440,3799,18
Go_to_jail,90,90,3800,30
Free_parking,109,109,3801,20
Transfalgar_square,97,19400,3802,24
Regent_street,116,30160,3803,31
Bond_street,90,25200,3804,34
Old_kent,82,1640,3805,1
Just_visiting,81,81,3806,10
Second_chance,113,113,3807,22
Bond_street,91,25480,3808,34
The_angel_islington,106,6360,3809,6
Pentoville,94,7520,3810,9
Electric_company,94,7520,3811,12
Strand,115,20700,3812,21
leicester_square,108,23760,3813,26
Third_community_chest,98,98,3814,33
Parklane,87,30450,3815,37
Income_Tax,93,186000,3816,4
Pall_mall,92,9200,3817,11
Second_community_chest,75,75,3818,17
Vine_street,109,17440,3819,19
Conventry_street,95,20900,3820,27
Bond_street,92,25760,3821,34
Third_chance,93,93,3822,36
White_chapel,89,3560,3823,3
Euston,92,5520,3824,8
Vine_street,110,17600,3825,19
Water_works,106,8480,3826,28
Go,89,89,3827,0
Just_visiting,82,82,3828,10
Free_parking,110,110,3829,20
Picadilly,95,22800,3830,29
Oxford_street,94,24440,3831,32
Income_Tax,94,188000,3832,4
Electric_company,95,7600,3833,12
Marlborough_street,97,13580,3834,18
Fenchchurch_station,109,27250,3835,25
Oxford_street,95,24700,3836,32
Supertax,98,98000,3837,38
First_community_chest,84,84,3838,2
King_cross_station,94,23500,3839,5
First_chance,78,78,3840,7
Vine_street,111,17760,3841,19
Fleet_street,106,19080,3842,23
Picadilly,96,23040,3843,29
Bond_street,93,26040,3844,34
Go,90,90,3845,0
King_cross_station,95,23750,3846,5
Maryleborne_station,93,23250,3847,15
Free_parking,111,111,3848,20
Water_works,107,8560,3849,28
Third_community_chest,99,99,3850,33
Mayfair,89,44500,3851,39
Old_kent,83,1660,3852,1
Electric_company,96,7680,3853,12
Northhumber,98,11760,3854,14
Marlborough_street,98,13720,3855,18
Transfalgar_square,98,19600,3856,24
Third_community_chest,100,100,3857,33
Go,91,91,3858,0
The_angel_islington,107,6420,3859,6
Bow_street,107,14980,3860,16
Second_chance,114,114,3861,22
Bond_street,94,26320,3862,34
The_angel_islington,108,6480,3863,6
Second_community_chest,76,76,3864,17
Fenchchurch_station,110,27500,3865,25
Conventry_street,96,21120,3866,27
Regent_street,117,30420,3867,31
Third_chance,94,94,3868,36
Old_kent,84,1680,3869,1
First_chance,79,79,3870,7
Pentoville,95,7600,3871,9
Second_community_chest,77,77,3872,17
Second_chance,115,115,3873,22
Picadilly,97,23280,3874,29
Old_kent,85,1700,3875,1
Electric_company,97,7760,3876,12
Transfalgar_square,99,19800,3877,24
Water_works,108,8640,3878,28
Third_chance,95,95,3879,36
The_angel_islington,109,6540,3880,6
Pentoville,96,7680,3881,9
Bow_street,108,15120,3882,16
leicester_square,109,23980,3883,26
Bond_street,95,26600,3884,34
The_angel_islington,110,6600,3885,6
White_hall,101,10100,3886,13
Transfalgar_square,100,20000,3887,24
Picadilly,98,23520,3888,29
Parklane,88,30800,3889,37
Income_Tax,95,190000,3890,4
Maryleborne_station,94,23500,3891,15
Marlborough_street,99,13860,3892,18
Second_chance,116,116,3893,22
Water_works,109,8720,3894,28
Third_community_chest,101,101,3895,33
Supertax,99,99000,3896,38
First_community_chest,85,85,3897,2
First_chance,80,80,3898,7
Vine_street,112,17920,3899,19
Conventry_street,97,21340,3900,27
Bond_street,96,26880,3901,34
Mayfair,90,45000,3902,39
Just_visiting,83,83,3903,10
Marlborough_street,100,14000,3904,18
leicester_square,110,24200,3905,26
Third_community_chest,102,102,3906,33
Old_kent,86,1720,3907,1
First_chance,81,81,3908,7
Second_community_chest,78,78,3909,17
Conventry_street,98,21560,3910,27
Go_to_jail,91,91,3911,30
Electric_company,98,7840,3912,12
Second_chance,117,117,3913,22
Water_works,110,8800,3914,28
Liverpool_station,84,21000,3915,35
Old_kent,87,1740,3916,1
White_hall,102,10200,3917,13
Fenchchurch_station,111,27750,3918,25
Regent_street,118,30680,3919,31
Supertax,100,100000,3920,38
Go,92,92,3921,0
The_angel_islington,111,6660,3922,6
Pall_mall,93,9300,3923,11
Second_community_chest,79,79,3924,17
Fenchchurch_station,112,28000,3925,25
Liverpool_station,85,21250,3926,35
First_community_chest,86,86,3927,2
White_hall,103,10300,3928,13
Free_parking,112,112,3929,20
Fenchchurch_station,113,28250,3930,25
Liverpool_station,86,21500,3931,35
First_community_chest,87,87,3932,2
Electric_company,99,7920,3933,12
Strand,116,20880,3934,21
Transfalgar_square,101,20200,3935,24
Picadilly,99,23760,3936,29
Third_community_chest,103,103,3937,33
Go,93,93,3938,0
White_chapel,90,3600,3939,3
Maryleborne_station,95,23750,3940,15
Vine_street,113,18080,3941,19
Fleet_street,107,19260,3942,23
leicester_square,111,24420,3943,26
Third_community_chest,104,104,3944,33
Go,94,94,3945,0
First_chance,82,82,3946,7
Marlborough_street,101,14140,3947,18
Strand,117,21060,3948,21
Fenchchurch_station,114,28500,3949,25
Third_community_chest,105,105,3950,33
Old_kent,88,1760,3951,1
White_chapel,91,3640,3952,3
White_hall,104,10400,3953,13
Fleet_street,108,19440,3954,23
leicester_square,112,24640,3955,26
Bond_street,97,27160,3956,34
Mayfair,91,45500,3957,39
First_chance,83,83,3958,7
White_hall,105,10500,3959,13
Transfalgar_square,102,20400,3960,24
Regent_street,119,30940,3961,31
Third_community_chest,106,106,3962,33
Parklane,89,31150,3963,37
King_cross_station,96,24000,3964,5
First_chance,84,84,3965,7
Maryleborne_station,96,24000,3966,15
Second_chance,118,118,3967,22
Fenchchurch_station,115,28750,3968,25
Oxford_street,96,24960,3969,32
Mayfair,92,46000,3970,39
Pentoville,97,7760,3971,9
Maryleborne_station,97,24250,3972,15
Second_chance,119,119,3973,22
Transfalgar_square,103,20600,3974,24
Conventry_street,99,21780,3975,27
Liverpool_station,87,21750,3976,35
King_cross_station,97,24250,3977,5
Maryleborne_station,98,24500,3978,15
Strand,118,21240,3979,21
Picadilly,100,24000,3980,29
Regent_street,120,31200,3981,31
Liverpool_station,88,22000,3982,35
Income_Tax,96,192000,3983,4
Pall_mall,94,9400,3984,11
Strand,119,21420,3985,21
leicester_square,113,24860,3986,26
Parklane,90,31500,3987,37
White_chapel,92,3680,3988,3
Just_visiting,84,84,3989,10
Second_community_chest,80,80,3990,17
Transfalgar_square,104,20800,3991,24
Third_community_chest,107,107,3992,33
King_cross_station,98,24500,3993,5
White_hall,106,10600,3994,13
Free_parking,113,113,3995,20
Regent_street,121,31460,3996,31
Mayfair,93,46500,3997,39
First_chance,85,85,3998,7
Just_visiting,85,85,3999,10
White_hall,107,10700,4000,13
Fenchchurch_station,116,29000,4001,25
Oxford_street,97,25220,4002,32
Go,95,95,4003,0
Electric_company,100,8000,4004,12
Marlborough_street,102,14280,4005,18
Water_works,111,8880,4006,28
Go_to_jail,92,92,4007,30
Electric_company,101,8080,4008,12
Strand,120,21600,4009,21
Third_community_chest,108,108,4010,33
White_chapel,93,3720,4011,3
The_angel_islington,112,6720,4012,6
Pall_mall,95,9500,4013,11
Free_parking,114,114,4014,20
Fenchchurch_station,117,29250,4015,25
Parklane,91,31850,4016,37
White_chapel,94,3760,4017,3
Pentoville,98,7840,4018,9
Maryleborne_station,99,24750,4019,15
Conventry_street,100,22000,4020,27
Supertax,101,101000,4021,38
Old_kent,89,1780,4022,1
Just_visiting,86,86,4023,10
Maryleborne_station,100,25000,4024,15
Free_parking,115,115,4025,20
Conventry_street,101,22220,4026,27
Picadilly,101,24240,4027,29
Old_kent,90,1800,4028,1
First_chance,86,86,4029,7
Bow_street,109,15260,4030,16
Fleet_street,109,19620,4031,23
Regent_street,122,31720,4032,31
White_chapel,95,3800,4033,3
Pentoville,99,7920,4034,9
Electric_company,102,8160,4035,12
Maryleborne_station,101,25250,4036,15
Fleet_street,110,19800,4037,23
leicester_square,114,25080,4038,26
Water_works,112,8960,4039,28
Third_chance,96,96,4040,36
White_chapel,96,3840,4041,3
Pentoville,100,8000,4042,9
Bow_street,110,15400,4043,16
Fleet_street,111,19980,4044,23
Go_to_jail,93,93,4045,30
Bow_street,111,15540,4046,16
Fenchchurch_station,118,29500,4047,25
Parklane,92,32200,4048,37
Income_Tax,97,194000,4049,4
Euston,93,5580,4050,8
Maryleborne_station,102,25500,4051,15
